Rank1;Ordinal1;Functional1;gaussian1;categorical1;poisson1
4, 3, 1, 2;?;10.6507724151015:5.74380150220975,27.9186652507633:1.17249455752629,27.7186166495085:1.1005325454689,46.8651812989265:8.73515327203367,28.1325972056948:1.25597225700971,14.3289249157533:4.28283793849573,17.9240997415036:2.80978016663284,5.20746553083882:7.90270485578664,17.195766849909:3.13548851974797,35.2046855725348:4.11130524684825,23.4996809740551:0.606476986750193,28.4546549315564:1.41695750644554,25.1632776577026:-0.0736821129704743,30.0839025876485:2.03395605479381,25.9677734575234:0.384279862754057,39.49638082413:5.78840918550887,12.7496766741388:4.90877853336305,31.9654187187552:2.7887627416391,32.3849753360264:2.94651535461154,5.07525270804763:7.97655675447396;-2.04790515643816;4;5
4, 1, 3, 2;3;0.466205191332847:9.8197120074841,7.07264613592997:7.18106346738197,49.5584128424525:9.82267853204848,35.8815882820636:4.35757384350723,36.3846125546843:4.55047495179456,13.125825393945:4.76397338140039,16.7297396692447:3.28884945945034,26.4273995766416:0.555599849127395,49.1134621202946:9.64961761758091,24.503212608397:0.193674563922517,7.58298158179969:6.98818783259257,24.9335120199248:0.0351134836692444,22.3672343650833:1.06201637161269,33.6730829323642:3.46777894898175,36.3604109734297:4.53479781309045,39.2665431718342:5.70568828630372,3.6445910227485:8.54310617298958,14.1894151922315:4.32088414130271,12.9783099866472:4.81239045691753,14.5094963838346:4.19565885795058;0.521714747882387;3;2
4, 3, 2, 1;4;44.0892913378775:7.63726277640768,41.5077094687149:6.59251185578348,40.6111917807721:6.24266590729328,36.0892276163213:4.43593672012712,14.5624994998798:4.1722840073409,26.3190567493439:0.53152926546607,36.748597107362:4.68978112916901,7.73042285582051:6.92967061751076,24.2219986277632:0.313170503519809,24.3801620439626:0.253600759421429,45.62475271523:8.24356362717245,49.4750431156717:9.77325563943504,0.0570054166018963:9.98057144909104,16.4137570536695:3.43308625785849,12.0101382839493:5.19705479002551,14.1029288526624:4.35144424890547,38.8770707882941:5.54992601473724,45.3391320304945:8.12966345415301,13.9971108059399:4.3864036339214,38.3057927596383:5.32801650243178;0.933773690229984;3;5
1, 3, 2, 4;1;27.4895800510421:8.99263469353186,6.98422407731414:2.78664244569317,34.80617958121:6.09759433907056,45.516099431552:1.79636666203951,19.4570046849549:7.78538634219027,19.2350947414525:7.69582335467216,27.4361286312342:9.04541793758392,23.8125269999728:9.53221975749001,19.7681636200286:7.9070075764509,24.3162034079432:9.72459992253757,11.1847647698596:4.47192681526239,49.6448688791133:0.155118645956792,36.1268945853226:5.53723819347426,34.3001633067615:6.29389969985847,17.4880696809851:6.9911095301436,36.6648652707227:5.32474305277205,30.3992479224689:7.85949159151245,21.4128157938831:8.5639916100147,11.1820193240419:4.47159694013643,13.7679784093052:5.51663682822479;0.896117267765004;1;9
4, 3, 2, 1;4;18.7400679802522:2.50173360652,35.7658497290686:4.29258438706654,34.7420043079183:3.88551569029461,46.0077998461202:8.39093750015832,11.6600930923596:5.32061766537469,9.13416096009314:6.36219275159824,47.2758012823761:8.92112274581695,6.6627930267714:7.34911766241321,37.6235142233782:5.04815685856744,36.7993927095085:4.71647741731877,31.2643670476973:2.51432452590394,40.1236465200782:6.0475039069783,28.4191541839391:1.35828218323793,0.321703217923641:9.86820894834227,20.3205831348896:1.88542228574677,1.97045328095555:9.21312104080916,40.8445190405473:6.34416377882045,37.6318802591413:5.05529068930603,0.754038523882627:9.70642903548132,33.5510654957034:3.4274325365546;?;1;9
1, 3, 2, 4;1;37.5197912333533:5.0017086456389,46.9658484566025:1.21656477334879,18.3398994267918:7.32929266625868,26.4478624449112:9.42837744427289,24.9937028158456:9.98694875591449,39.6134659647942:4.15902594804799,13.8759859255515:5.54428576822892,31.1655027093366:7.54778135412911,37.0714059798047:5.16134355355316,42.9664147901349:2.8249728477096,7.54242239054292:3.02530714475522,7.95587341999635:3.16789417114068,4.01698322966695:1.6046674815725,7.84640402998775:3.15220441241592,42.4431515624747:3.03405136952731,18.9544992521405:7.58224152631229,12.616775999777:5.04915064711557,22.9600007412955:9.1912810384686,30.0647787866183:7.96330619293358,19.2320276633836:7.70089440861528;0.430583744907145;3;6
3, 1, 2, 4;1;47.6714123040438:0.939002655334193,29.6740908990614:8.12587948152232,6.48878241190687:2.60920247701121,7.25299263140187:2.91366069564756,18.567128770519:7.43801092128459,15.0378620135598:6.00728809591134,32.6535724801943:6.95702594949012,32.3939578607678:7.03855618483331,39.4240585155785:4.20766926719918,14.1536682844162:5.64951194575741,36.0980660072528:5.54971946667423,23.9358537248336:9.56545374553382,10.2273403899744:4.08588237487636,26.1519339866936:9.53946452318317,18.8418413512409:7.54002427299671,8.09417297132313:3.2558855411251,7.80723460484296:3.13961148855017,33.1070328946225:6.75954209770116,11.8446778506041:4.74032092478355,20.4235741868615:8.17071433625805;-0.284627017362676;1;5
1, 2, 4, 3;1;16.8878970318474:6.75458598163664,11.224296328146:4.50964968487129,17.6761838723905:7.09470992222197,32.8043280169368:6.84968996767942,24.2399262846448:9.66229443272185,47.9795505991206:0.795437182936083,7.83566591562703:3.12949319322642,47.7454980020411:0.924804315287502,1.45986864808947:0.588894066964354,21.322363067884:8.51223316694565,23.9422202575952:9.56992566357794,31.878028367646:7.25860346410007,26.1407638434321:9.53422995616065,25.2284524845891:10.0921533920053,21.6046282206662:8.64757356703855,1.305195200257:0.505710995458608,7.53826828440651:3.00511354005917,0.555965036619455:0.233689095292697,35.1675125770271:5.93304481642811,27.5171821238473:8.98124876382474;-1.05199934458238;4;9
4, 3, 1, 2;2;46.0736251436174:8.43308616292551,16.7087143985555:3.31991415296752,30.7141954544932:2.28286893667919,2.09974626777694:9.15329190259376,23.6052212072536:0.56524770890052,43.2110227178782:7.26670886309409,21.9477539532818:1.20769841859506,43.5734316240996:7.43986135236693,3.24423470301554:8.70864078629575,5.02668424742296:7.98224883097656,47.3601059289649:8.95901949230628,8.7032584939152:6.5277471167572,41.1987777217291:6.4835901355309,3.27825809363276:8.68590492001876,20.6191150820814:1.73604152528281,1.61619358696043:9.34495326192569,6.11650591017678:7.56918918077944,44.9142494006082:7.96548185134886,21.3916002074257:1.44147199021817,34.4456730759703:3.77929319813787;-0.34024527627397;3;7
4, 3, 2, 1;4;9.81194924097508:6.08170342695819,17.7050808328204:2.91779588974831,45.3206173493527:8.12160146007825,11.150293215178:5.5203573071678,33.3189049735665:3.33639016685705,5.2137088146992:7.9267769970036,43.3522429666482:7.35076782624695,34.9075679318048:3.97526255851111,5.71289376821369:7.69554869365073,12.2915092972107:5.07963573813064,30.0065401592292:1.99924419528162,36.5922795375809:4.64165349415723,24.8797439271584:0.0533672734171039,2.3250819533132:9.08059303056181,49.3025160743855:9.7185975490961,26.2623837101273:0.529292158487017,1.56558875460178:9.37857187111706,34.261155850254:3.69905610974998,26.7922569531947:0.703499007750495,9.63384323986247:6.13618292783175;-1.3013843198736;3;3
4, 1, 2, 3;3;15.5653072521091:3.77818432196572,22.1619707532227:1.14046928351376,7.91405800264329:6.8321416243986,33.8144450448453:3.51696205668421,43.377333052922:7.33928275978073,46.6405407176353:8.66869769787233,35.9038866823539:4.36460934715794,3.25651093153283:8.68882898714026,36.7149047669955:4.68320331702978,17.8775331587531:2.84650365600328,7.32252043671906:7.08830319045807,36.0848045791499:4.43005364649111,40.1645820122212:6.05937175891885,40.4939987580292:6.20638262534681,42.3288708203472:6.93210750776936,44.4833295186982:7.78622444065859,21.7883475823328:1.27304233528569,36.888424528297:4.74062824629062,0.12492953101173:9.93924346613366,7.35358345555142:7.06360141438823;-0.0217267783006939;4;?
4, 3, 2, 1;4;31.8924055201933:2.74128415947886,32.9828117857687:3.19490538598625,23.6240336904302:0.55692686529489,0.00395973911508918:9.99113207710417,49.8164347372949:9.92734115085506,34.1940094949678:3.67551179768903,14.8286157986149:4.07281113918142,35.1585921249352:4.05799538473554,46.6871421551332:8.67676505422779,27.6524630608037:1.05845609048744,47.4403163534589:8.9883221702296,48.036458005663:9.20849261082832,18.9492115285248:2.41482720976774,2.05766829894856:9.17776479364363,11.5844567655586:5.36706953254275,25.5849017645232:0.240748670238837,46.7825170257129:8.69987375459566,18.3124534669332:2.67766711070072,44.550907285884:7.82513188553428,39.4147440209053:5.75299186701184;1.36982617225503;3;5
4, 3, 2, 1;4;24.5162552688271:0.185778676468977,4.02280555572361:8.38883080241484,4.87928264774382:8.05153637312058,24.6977577800862:0.119410333615853,35.7512923656031:4.30311242357309,39.9672811152413:5.99098596057853,42.5970158306882:7.04092610301353,15.5438444227912:3.79078948033135,18.9656535512768:2.42648623337483,19.7474778746255:2.11108710230465,26.8977814237587:0.75208178428722,47.4195050657727:8.97417208197701,48.1153431581333:9.23881849620932,40.4522583237849:6.17550888557027,2.32452008640394:9.05529197770352,36.5312885958701:4.61296905264576,8.00475591095164:6.79645815298511,17.8170017898083:2.87347664225486,38.6734581785277:5.46607889675675,41.4834166993387:6.57730655156203;-2.46708971419836;1;9
2, 4, 3, 1;4;0.192934286314994:9.92774874348939,35.3636160492897:4.14570283555816,33.1545875757001:3.26937311255108,43.4043603949249:7.35526529163544,49.0176305756904:9.60997295897206,18.0606560432352:2.76664483016303,36.4609033567831:4.57283155792825,15.4872736195102:3.81591471979299,13.2713411469012:4.69274728121237,22.0780267496593:1.14131437056318,6.19651230517775:7.53369867242104,41.6918030474335:6.69943404828213,28.3806370687671:1.35593042205016,23.7481184885837:0.506034396854622,33.5577000631019:3.42436000291464,6.31021960871294:7.46288082144479,35.9692737343721:4.39560551140947,2.3372491938062:9.06685671452159,49.4793414487503:9.79469090351387,33.5870869923383:3.45102092273356;-1.02901676136543;1;9
4, 3, 1, 2;4;0.265868485439569:9.90100773072055,34.2493341071531:3.71110121522734,8.82084330078214:6.47616813976739,29.0967682842165:1.64951835959628,3.98823329014704:8.3885875693421,47.1684150281362:8.88233960274835,40.4356272891164:6.16481814486878,34.0346173732542:3.62715059454807,32.1640508365817:2.85304632370247,6.33624908514321:7.47087786982802,16.0633238265291:3.54537404056512,6.38339133001864:7.45642814130305,24.4633968453854:0.21670027639512,23.9048957941122:0.438901983190626,13.4055875241756:4.63850197910391,26.1047810781747:0.454449954590661,42.3725513275713:6.93793163424928,13.0647590383887:4.75188605142149,33.7090276647359:3.49084852444483,42.968330939766:7.19431108577704;0.529750397500866;2;7
2, 4, 3, 1;4;49.1138714249246:9.65743207210182,36.6490421467461:4.64267185205656,0.0148483435623348:9.99885090474809,34.5849719713442:3.81374356461161,41.7068248614669:6.68711934124316,31.7254332243465:2.67404785389826,18.8188371132128:2.47541554254768,23.4911771840416:0.584541944538337,42.4240019754507:6.96016031365084,14.8527311044745:4.06995110016151,6.62444502813742:7.33311753620649,39.124473487027:5.64764998941951,25.8420144789852:0.332438093694727,23.1159730697982:0.747194397128398,32.194840349257:2.86671297536396,25.3241440863349:0.115693662989326,15.5507937306538:3.77381694518472,4.43465383723378:8.2363295728767,42.6737963105552:7.06447603923566,21.5304658748209:1.38786204556749;-0.996958212226192;1;5
3, 2, 4, 1;4;21.6655193828046:1.34025134015067,43.5892809764482:7.44397674130512,3.08491557370871:8.76678713972909,16.4580536074936:3.41916904155634,43.1592668639496:7.26573651295946,41.9616953120567:6.79155212238607,40.4449456720613:6.1673890097967,16.8164943228476:3.28326051459588,28.5433730809018:1.41377473639484,35.9689047560096:4.3901854628953,47.2773918998428:8.90954223657923,29.3520380044356:1.726977913292,22.3690730286762:1.0616538400713,10.8866588328965:5.65914839116842,21.3991432799958:1.43000809783351,18.1248509674333:2.74686075528638,40.1994771440513:6.0835379986463,16.6731315315701:3.34724472784666,16.4058425929397:3.41933987493976,12.994045461528:4.79281134318744;-0.762847057852184;3;4
1, 4, 3, 2;4;32.8971843118779:3.16229463106832,8.65607809973881:6.5368938148249,2.21672407351434:9.11042076873755,43.1933786370791:7.28933477816238,13.3374409168027:4.65507960333097,45.9183281869628:8.36323305405187,33.3737876382656:3.32751894160602,9.67419308144599:6.13331578716133,31.1317306477576:2.45340790155061,1.81707207811996:9.27386515714939,9.3494035070762:6.26934661405736,35.1024167146534:4.04390437759286,15.9383400343359:3.62929240462534,1.62325244164094:9.34727169104607,25.8482160279527:0.341348287896344,23.055208614096:0.769726804214871,30.2415141020902:2.09521807621243,27.3457099450752:0.953217300087859,8.23964413721114:6.69495727048132,35.141416057013:4.08397749863352;-0.0840326505065691;3;?
3, 4, 2, 1;4;7.92673638788983:6.83648587881505,2.32408395968378:9.06810371902926,48.8634859910235:9.56004906611543,31.5884338924661:2.62891234689599,28.8001850363798:1.52989088212635,8.78169930074364:6.49020565200768,32.7689875033684:3.10616049498632,8.10806282097474:6.76613573431445,13.3017234271392:4.66727027159948,11.0128062195145:5.59118409770138,18.2712829788215:2.70464090471738,35.3151505929418:4.13138558178149,43.2897287770174:7.3101196880136,21.8761914409697:1.25027885173611,49.2970923893154:9.7222175158965,38.381889113225:5.36426757070926,25.9464740753174:0.363393108974142,7.34598961425945:7.05622439617509,2.7438964927569:8.90117665780802,18.4732978814282:2.61178699444317;-0.0771166350185663;2;5
1, 2, 3, 4;1;5.29216567520052:2.12506940193368,23.7930610310286:9.52065609788472,2.19537892844528:0.89375238471632,14.5218048477545:5.81200574032964,18.3263250044547:7.32488560110618,20.1890809694305:8.06403344315686,10.3875532746315:4.16759895660614,33.8148887036368:6.46578286750048,0.828091986477375:0.340260131877688,9.50767641188577:3.80650853051049,18.5754877398722:7.43606557190088,10.9236416057684:4.36118886454527,31.0611909371801:7.5779976292656,2.91539501631632:1.17858614245506,47.1509771537967:1.14186466170254,15.5353364883922:6.21861069091965,36.6932612843812:5.31190261058559,2.00776263372973:0.799281834524422,26.3526636874303:9.43922753963591,21.3064232957549:8.52297918080457;0.0924104543913936;1;3
1, 2, 3, 4;1;41.6592674911954:3.33771241199347,40.6123358756304:3.76157340942321,6.42018904909492:2.57766256290188,26.8096014042385:9.27809427817323,6.78123375400901:2.72158869901798,36.6233357810415:5.35795041819474,4.84397711697966:1.94521467225441,28.507019917015:8.60509411662484,7.61954805348068:3.06609846751468,26.4385043177754:9.43396231652621,46.8756546848454:1.24790389322565,48.6828793189488:0.552031833147317,3.85080374544486:1.56190411946933,38.6618082644418:4.54745903538927,25.9073372231796:9.65281907361671,28.0890101450495:8.76662014502931,14.1049341415055:5.63868647235945,24.7913958388381:9.91840491597389,10.5035359272733:4.19265857029045,3.39541581925005:1.3554987553627;?;4;8
4, 3, 1, 2;?;45.6724338699132:8.2734659267074,9.24596564145759:6.30243993857847,48.3688184758648:9.33578201727943,23.5191661166027:0.59536707298576,5.91429871274158:7.64148492781807,23.9901530789211:0.39390318273001,17.1734299277887:3.11245146632392,39.4050542032346:5.76511436527491,41.5171270258725:6.61337565719196,40.6478433986194:6.26986340800865,31.7197466967627:2.69350842458756,4.67276299605146:8.134303073236,5.82093574339524:7.66222453832099,17.0329088927247:3.18078166974621,29.0086449007504:1.60418922582254,24.9847125727683:0.0105362360675732,46.404920949135:8.58587646903033,33.543543855194:3.40948676908615,21.9261590624228:1.23652578119701,14.7030335152522:4.12954160798777;0.364107002041547;3;4
1, 4, 3, 2;4;1.14674759097397:9.54101369280406,41.2314683548175:6.49808434855126,8.17460841499269:6.71244965513119,48.9547017612495:9.58533229099372,15.2393639087677:3.9081836647274,23.693651240319:0.525005793872206,24.6346645057201:0.141047803818468,34.3886550632305:3.76360212627257,6.16888510994613:7.53812675044805,42.6265073008835:7.03518734590328,40.3621008852497:6.15730992292956,36.4847296033986:4.60829956357812,33.0181126133539:3.19480113761284,9.51399219920859:6.2084176866777,26.3611146248877:0.568884073911889,14.8711623158306:4.06869876447011,11.9310992886312:5.23320019606212,8.26597175328061:6.70572044534819,21.1097668739967:1.56418102100715,49.28192445077:9.72260070370386;-0.805691790715646;3;7
4, 3, 2, 1;4;44.3301225895993:7.74158545522737,29.4580300338566:1.78350901024584,32.0766950841062:2.83588049242416,32.2866204660386:2.92548658846548,24.0504360641353:0.372532395098836,6.75661178538576:7.29635637121349,3.02648320794106:8.79391306715752,2.39576094318181:9.05038528114061,46.8276862520725:8.72850570112898,34.8952632863075:3.95896867008836,46.2874722899869:8.52430481219309,11.9027971406467:5.23648978596235,28.3019178779796:1.32334017172223,29.1624783421867:1.68203071814353,5.60012819478288:7.75962914378397,1.30633654771373:9.48518284303175,24.0500815445557:0.362664682262166,39.5682563306764:5.83513364828957,32.9384997254238:3.18239578785223,1.80781179806218:9.2752684165539;-0.159754006962781;2;9
4, 1, 3, 2;4;0.531467678956687:9.80448152460038,3.72962740948424:8.50868151197986,25.8270500926301:0.31677035933241,17.8327187080868:2.86521992206612,22.1379223628901:1.15926256289401,31.5800110111013:2.61966197097011,42.0394923072308:6.83109853179913,43.8241994241253:7.51556730060308,18.3763541630469:2.65034229569851,1.54630093602464:9.39049890445838,36.4171190187335:4.57092383949346,34.4974648323841:3.79163893320477,20.575835229829:1.76672342353464,26.8776503275149:0.751737074452712,24.4341349229217:0.225708398548186,20.7924115704373:1.68852600698544,18.4749504318461:2.60017649176588,12.9822465358302:4.81304684919565,29.144862096291:1.655254144058,27.9163472703658:1.15938585361437;1.31315527436086;4;1
1, 2, 4, 3;?;46.7751494375989:8.71141973469335,45.7586696487851:8.27896691801018,35.0462046801113:4.00356472889898,14.6276872372255:4.14135181183848,34.2533600400202:3.69482264463958,15.2766922139563:3.88793354335231,45.9500154596753:8.36897289414161,28.5164190572686:1.39723382188318,39.9445392307825:5.98277096371262,43.3560265577398:7.34995895125666,34.7246433026157:3.88501799715114,35.1553732878529:4.06156021996602,10.3798450320028:5.84859360847065,31.2835209886543:2.515395869674,29.9942475627176:1.99111750324232,49.2890756693669:9.71091707633019,14.1677641775459:4.33243091220257,4.19463734142482:8.33391777338125,43.4643716085702:7.37219551927553,34.5893605030142:3.83561073402883;-0.583885040008068;3;?
3, 1, 4, 2;1;15.5533361947164:6.23519345027319,16.3727397564799:6.53645866100228,46.732701791916:1.30701309211549,23.7757021910511:9.52929934606365,20.9440662176348:8.38994770776461,37.2742112260312:5.09190729088387,3.54131006170064:1.4331419425196,11.1803415697068:4.47951937597993,26.5697489609011:9.38466481935012,12.6959599088877:5.07707113480821,22.1871213172562:8.8711938987132,16.6870682500303:6.6634933783838,3.99401682661846:1.58932295986308,5.03853358095512:2.01810822161562,48.8187322276644:0.488030773697199,23.0867225676775:9.22544473909107,10.7456017402001:4.28284256866512,41.8372704647481:3.27303625974877,18.0034757824615:7.19220945352836,17.1297993627377:6.83868864006769;1.60358393951754;4;7
4, 2, 1, 3;3;37.5800840440206:5.03928256104726,19.2437603138387:2.29248453869841,37.8391429316252:5.12866730551909,46.8586458126083:8.77029165319609,12.3380089877173:5.07961590576807,43.3553083683364:7.34238126383832,34.6114547573961:3.84872120173202,30.1217262051068:2.04276708704617,12.6335765584372:4.95570210340746,19.2614877363667:2.2897740027064,32.6511402614415:3.07910067352774,15.4810734908096:3.80447817737345,38.8632964110002:5.52994156420822,19.1611372865736:2.34891198273945,7.42763882735744:7.01643179533533,27.7578699751757:1.10631359517331,48.2603382668458:9.30498852324733,42.6183792529628:7.05392979753184,40.2878906927072:6.12528356175489,31.1473518144339:2.46980148285386;-0.192156803009272;3;5
4, 3, 1, 2;?;46.9226496876217:8.77640149286429,36.46332800854:4.58306395869039,41.0215815645643:6.41136673328473,26.8146577873267:0.735372823875905,8.37802934693173:6.64704185287229,6.06174797285348:7.56563663146723,17.8823509253561:2.850300916143,37.1421820251271:4.84747068863952,25.4244049545377:0.167872514961399,5.96045005368069:7.60092422205351,3.75381363555789:8.48796611736794,35.0379048031755:4.03308765908265,42.2434853040613:6.89163521522546,7.9702791525051:6.80754771384922,28.9049833663739:1.54930995275266,33.3349815686233:3.32277360249812,32.604213792365:3.02945495119365,10.885035188403:5.6432593370407,26.5567027381621:0.642167551185754,30.1948894630186:2.07039771907242;1.0519308388229;4;3
4, 2, 3, 1;4;36.1924573313445:4.47221660331722,38.9830406405963:5.58475340237297,22.6765568484552:0.925819378875203,45.3530441038311:8.15365550162889,35.4166348581202:4.16368466555073,23.9979731617495:0.400193110315649,18.0367958382703:2.78578029063773,48.3236546744592:9.33106268692093,45.3739640768617:8.14442946656839,11.7274076910689:5.32390968048314,39.0964761492796:5.6447075019879,43.5074359178543:7.40443850875221,34.5699292607605:3.81941338593093,14.2160209245048:4.32025560893654,2.64088379917666:8.93619572936037,14.9731865385547:4.02058934949316,9.87214979249984:6.06009162612385,44.8565623839386:7.93199752224265,42.2352393507026:6.88361744774108,8.23767771944404:6.7153643654331;?;4;?
4, 3, 2, 1;4;10.6261300155893:5.73527256638162,27.9958948027343:1.21979910866849,9.1549820266664:6.3487655942702,28.3803608734161:1.34075588803084,46.0095885791816:8.41202171880723,13.9724657870829:4.4072757036172,17.050846782513:3.1884943346899,27.5242593954317:1.02375458206139,28.519634611439:1.42135689994164,12.2364751645364:5.09432653111351,29.0036271093413:1.59933420400896,27.3270425270312:0.921390653485067,10.0368692190386:5.99521617755453,49.0387090947479:9.59240189425054,24.7181736980565:0.104344344966141,34.0221829828806:3.62029461084798,41.4736487902701:6.58531486881357,13.4860826074146:4.6036736755887,41.6838652454317:6.66533119668768,1.89934554509819:9.24096919247885;-0.47941615426464;4;7
4, 2, 1, 3;4;16.6960167232901:3.33582622854745,25.2567879855633:-0.0877564310564567,20.2706654788926:1.86604660069981,15.2782299788669:3.88200593943783,19.2678247811273:2.28808156487192,13.9115994796157:4.42860453910347,25.9362255455926:0.36238781840377,40.0023271678947:5.99649092237397,11.1773425363936:5.52794914687185,30.4132548626512:2.17209279827411,48.1268662610091:9.24617118480066,1.94375124992803:9.23744344311043,1.14371518138796:9.53481530604492,18.0543325375766:2.79912053307568,48.3551556710154:9.34647960093996,12.3001214582473:5.08898952779188,21.176591143012:1.5323031486735,30.0733604934067:2.01606926133109,33.5463051567785:3.42810447533895,19.573330914136:2.17616696602458;1.40231158154872;4;5
1, 2, 3, 4;1;20.4412400373258:8.17545848995401,4.74386002169922:1.9000476114125,47.4033111240715:1.05561968904973,36.5402175812051:5.39759917905081,26.7343667685054:9.30117988056644,32.6407555723563:6.95172976382458,38.9881213312037:4.41543657203536,22.1019622520544:8.82429977694475,38.4735349565744:4.61122578289059,26.2992247357033:9.48504690594134,22.5393407978117:9.00672829728641,6.06803027912974:2.43909316627783,39.9042270961218:4.05221597921509,38.4581585996784:4.6217713011075,15.9779005916789:6.36869758495973,6.8142531439662:2.71715409362132,13.3704905631021:5.36882727644666,11.8446198641323:4.74118277588392,15.3564369189553:6.15167787966571,27.0201675593853:9.19610268110454;-0.454064450265045;2;5
3, 4, 2, 1;4;14.6932322881185:4.12678195412332,35.8493002247997:4.3342154132747,15.506794094108:3.80480926144028,41.4557390613481:6.57569412316421,31.3143747625872:2.52934053165328,7.37992137437686:7.05386771606416,2.91108627570793:8.84552814886298,33.4759650286287:3.38590907130514,28.0689888983034:1.22295765898666,27.8902522171848:1.15539683916614,49.95713486569:9.97411930362311,24.178176629357:0.343047328020148,38.8858941965736:5.57281009355637,21.5236612712033:1.39912306962703,5.36793826613575:7.84299159111281,32.2394452756271:2.8921691453955,13.098745921161:4.75818313708751,43.2493557920679:7.29432875264469,47.4871635786258:8.97859090517286,47.0400379854254:8.83193700432889;-0.613367661391796;4;3
4, 1, 2, 3;2;15.1328302337788:6.05759570497843,41.0486813518219:3.59420575324624,35.2549971663393:5.88268731346158,26.1030842317268:9.53875536736757,29.4776280643418:8.21659983901682,5.41130497585982:2.16360644511577,2.39112020935863:0.961862910569179,29.3612618814223:8.24773273843823,20.7502800039947:8.30514525197804,18.3209499111399:7.31258874420943,12.0725037413649:4.84137668846836,32.0887434994802:7.1625619399855,18.6635967576876:7.46866737864875,3.9860186399892:1.59691944170385,26.5418639406562:9.38993407344169,32.520460523665:6.99473466759425,41.4751565898769:3.4031668021508,22.8560446412303:9.16685555140474,36.7506144801155:5.3069503247525,11.4923203014769:4.58926556756564;-0.442906498527681;?;8
3, 1, 2, 4;1;44.4715459947474:2.20558325736053,19.5679784519598:7.81623872143742,19.35982091818:7.74974367420632,15.179424372036:6.07734665025705,10.9998718835413:4.40555003535102,5.94195652520284:2.36477255278283,39.5263853133656:4.18518433659714,37.7669626381248:4.90589804372867,40.5553139280528:3.78505804251504,31.4842945314012:7.40058129196814,37.8347642021254:4.88257275846545,5.61087722890079:2.24880092580181,38.4025607607327:4.62792645516157,30.3628843510523:7.86125541236595,27.3330661701038:9.08084825014573,46.3500400772318:1.45966059050979,35.6716858921573:5.74228409929258,24.7903577168472:9.91511711822663,25.7319232681766:9.71193040548293,30.8301177690737:7.6623361855852;0.114057982612831;1;11
4, 3, 2, 1;4;2.35089667839929:9.07124262632688,33.2014717627317:3.28388568136763,7.18958198558539:7.11390245910891,48.7417132244445:9.49831924578861,37.211463029962:4.88123640259495,20.6060557393357:1.76204391261935,32.6477165333927:3.07090898186246,15.0760556338355:3.97158866777783,25.9459876222536:0.371723017993344,44.0500088618137:7.61764335855989,39.6081567159854:5.8432533712683,21.1501720827073:1.53913085181755,21.0732048843056:1.57536373660065,48.0280422838405:9.20692900614074,49.6696270769462:9.8841041099712,11.7719130357727:5.28923143287227,3.82536672987044:8.46580713165844,33.6176704033278:3.44286479765363,46.2983949109912:8.50266467566478,18.0577611550689:2.78529039551288;-0.0716888404200018;3;6
1, 2, 3, 4;1;44.9921251274645:2.00621661641396,9.63850861880928:3.85483107969251,23.6078644287772:9.43998369373131,46.2517980835401:1.50404463808314,37.7926830668002:4.89586875878329,11.2666403525509:4.50089861040091,28.0408811988309:8.77684395036117,36.2463589408435:5.49394021006292,8.66956498939544:3.47329337976505,27.3834720836021:9.05712593553362,4.57624716218561:1.83421131675852,49.216474336572:0.305971573617026,44.9889229726978:2.01240602718836,18.9171770471148:7.57360839848542,18.8770805252716:7.53873743965396,16.8568600318395:6.73541985231172,17.4300513230264:6.98156789902455,22.0432786154561:8.8452068257785,33.0000215442851:6.80552339492334,28.3978291787207:8.63611283149053;-0.990696760405443;3;5
3, 2, 4, 1;4;18.950267334003:2.42740495852051,42.2168861958198:6.87137567869242,47.2839972819202:8.91711593647898,36.0135782975703:4.41137617358856,38.6512445285916:5.46431321330863,35.3491571499035:4.12013854110361,31.7056889645755:2.68259340729432,17.4016459728591:3.03343088966582,39.6376872318797:5.85432023388478,6.96486557135358:7.22394801659377,7.50788983423263:6.98912210586229,22.9722055490129:0.813362038675907,3.10441530309618:8.7652554147203,21.9419793458655:1.21143819285145,4.73741787718609:8.11452514256783,21.0237044142559:1.58269735951244,10.1773928268813:5.92633575544866,27.8292512055486:1.13447192722231,26.9824546179734:0.804221120770242,31.3029792159796:2.51920986578328;-0.513197119263422;4;6
4, 3, 1, 2;4;14.4671969115734:4.21681994438882,41.1478707101196:6.4524894197923,44.3915648967959:7.7580257142592,17.4701695912518:3.01001629475379,6.64538138080388:7.35447372480232,43.5034784837626:7.40949882190389,1.967184827663:9.21616351725685,18.6644540750422:2.5262921627099,40.4193560127169:6.16834555111367,6.63212039507926:7.34743900058753,25.2023150911555:0.0851753124989787,15.2808015467599:3.88627321224104,20.0003713951446:1.99560000870427,17.2936036251485:3.07147174740294,46.9672680948861:8.80171713002855,48.592086287681:9.44207526595922,4.03732269769534:8.38507591580796,0.889894051942974:9.63378720609037,6.4291502116248:7.41881260496064,42.6937892567366:7.06531158074637;0.920315897301438;1;9
